Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
0.3805970149253731,0.5955056179775281,0.27835051546391754,0.26605504587155965,overcast,1012.02,1,Summer,9.0,inland,Cloudy
0.4701492537313433,0.7078651685393258,0.14432989690721648,0.926605504587156,partly cloudy,1017.94,4,Spring,8.5,mountain,Cloudy
0.21641791044776118,0.6629213483146067,0.020618556701030927,0.7798165137614679,partly cloudy,982.53,1,Winter,4.5,inland,Snowy
0.31343283582089554,0.5842696629213483,0.15463917525773196,0.5688073394495413,overcast,1010.16,2,Summer,3.0,mountain,Rainy
0.48507462686567165,0.4157303370786517,0.08247422680412371,0.11009174311926606,partly cloudy,1020.73,11,Winter,9.5,coastal,Sunny
0.3656716417910448,0.4606741573033708,0.13402061855670103,0.027522935779816515,partly cloudy,1018.15,7,Autumn,5.5,mountain,Sunny
0.41044776119402987,0.5617977528089888,0.32989690721649484,0.4954128440366973,partly cloudy,1007.75,0,Winter,3.0,mountain,Rainy
0.39552238805970147,0.7303370786516854,0.14432989690721648,0.8899082568807339,overcast,991.07,1,Spring,2.0,coastal,Rainy
0.20149253731343283,0.4606741573033708,0.3402061855670103,0.5779816513761468,overcast,995.74,0,Winter,1.0,inland,Snowy
0.21641791044776118,0.8426966292134831,0.05154639175257732,0.5137614678899083,overcast,984.63,1,Winter,4.5,inland,Snowy
0.29850746268656714,0.8651685393258427,0.4742268041237113,0.8348623853211009,overcast,1009.36,13,Winter,2.5,mountain,Rainy
0.40298507462686567,0.550561797752809,0.061855670103092786,0.13761467889908258,clear,1012.09,10,Winter,5.5,inland,Sunny
0.44776119402985076,0.011235955056179775,0.20618556701030927,0.05504587155963303,clear,1026.81,5,Autumn,7.5,coastal,Sunny
0.26865671641791045,0.7865168539325843,0.5257731958762887,0.6972477064220184,partly cloudy,996.17,0,Winter,1.0,mountain,Rainy
0.20149253731343283,0.9550561797752809,0.3917525773195876,1.0,overcast,991.68,7,Winter,3.5,mountain,Snowy
0.11940298507462686,0.3258426966292135,0.030927835051546393,0.5321100917431193,partly cloudy,1132.2,8,Spring,16.5,mountain,Snowy
0.3880597014925373,0.4943820224719101,0.23711340206185566,0.3394495412844037,partly cloudy,1017.27,3,Autumn,8.0,coastal,Cloudy
0.4253731343283582,0.19101123595505617,0.010309278350515464,0.08256880733944955,partly cloudy,1013.99,11,Winter,8.5,inland,Sunny
0.4552238805970149,0.02247191011235955,0.020618556701030927,0.0,clear,1028.63,10,Summer,5.5,mountain,Sunny
0.39552238805970147,0.38202247191011235,0.30927835051546393,0.3577981651376147,partly cloudy,1018.86,3,Winter,8.5,mountain,Cloudy
0.5,0.4943820224719101,0.041237113402061855,0.1651376146788991,partly cloudy,1028.55,8,Autumn,8.0,mountain,Sunny
0.34328358208955223,0.25842696629213485,0.20618556701030927,0.10091743119266056,clear,1019.41,11,Spring,6.0,mountain,Sunny
0.35074626865671643,0.33707865168539325,0.0,0.1651376146788991,clear,1016.5,5,Summer,8.0,coastal,Sunny
0.43283582089552236,0.5168539325842697,0.18556701030927836,0.1651376146788991,partly cloudy,1014.34,3,Autumn,6.0,mountain,Cloudy
0.3805970149253731,0.056179775280898875,0.05154639175257732,0.12844036697247707,partly cloudy,1010.34,8,Winter,5.0,mountain,Sunny
0.3805970149253731,0.797752808988764,0.1958762886597938,0.7522935779816514,overcast,1019.42,3,Summer,4.0,mountain,Rainy
0.17164179104477612,0.8764044943820225,0.38144329896907214,0.7889908256880734,overcast,981.26,0,Winter,3.5,mountain,Snowy
0.31343283582089554,0.7865168539325843,0.2268041237113402,0.8990825688073395,overcast,1017.49,3,Winter,4.0,inland,Rainy
0.373134328358209,0.39325842696629215,0.17525773195876287,0.3394495412844037,partly cloudy,1014.49,4,Summer,7.5,inland,Cloudy
0.15671641791044777,0.8539325842696629,0.41237113402061853,0.8073394495412844,partly cloudy,990.72,1,Winter,4.5,mountain,Snowy
0.1791044776119403,0.7528089887640449,0.28865979381443296,0.7155963302752294,overcast,984.11,0,Winter,4.0,inland,Snowy
0.14925373134328357,0.8314606741573034,0.1134020618556701,0.5045871559633027,overcast,991.65,0,Winter,3.0,inland,Snowy
0.35074626865671643,0.8426966292134831,0.26804123711340205,0.8256880733944955,overcast,997.97,3,Autumn,2.5,coastal,Rainy
0.4925373134328358,0.7303370786516854,0.18556701030927836,0.926605504587156,overcast,1017.89,3,Summer,7.5,mountain,Cloudy
0.43283582089552236,0.23595505617977527,0.0,0.03669724770642202,clear,1018.56,7,Winter,9.5,coastal,Sunny
0.417910447761194,0.5617977528089888,0.010309278350515464,0.6330275229357798,overcast,1074.07,3,Spring,12.5,inland,Sunny
0.30597014925373134,0.7191011235955056,0.38144329896907214,0.4954128440366973,overcast,996.12,0,Spring,3.0,coastal,Rainy
0.26119402985074625,0.4943820224719101,0.28865979381443296,0.1651376146788991,overcast,1011.96,1,Spring,8.5,coastal,Cloudy
0.40298507462686567,0.48314606741573035,0.12371134020618557,0.6238532110091743,overcast,992.45,0,Winter,3.0,mountain,Rainy
0.29850746268656714,0.39325842696629215,0.030927835051546393,0.29357798165137616,partly cloudy,1009.01,2,Autumn,5.5,inland,Cloudy
0.208955223880597,0.6179775280898876,0.9587628865979382,0.7981651376146789,overcast,996.85,5,Winter,4.5,inland,Snowy
0.3656716417910448,0.3595505617977528,0.18556701030927836,0.26605504587155965,partly cloudy,1007.84,1,Autumn,8.0,mountain,Cloudy
0.373134328358209,0.7303370786516854,0.18556701030927836,0.6146788990825688,overcast,995.4,1,Winter,2.0,mountain,Rainy
0.373134328358209,0.7752808988764045,0.030927835051546393,0.7981651376146789,partly cloudy,1017.16,11,Summer,6.5,mountain,Sunny
0.3656716417910448,0.30337078651685395,0.16494845360824742,0.1559633027522936,clear,1025.22,5,Summer,6.0,mountain,Sunny
0.20149253731343283,0.8651685393258427,0.041237113402061855,0.8165137614678899,partly cloudy,993.14,0,Winter,3.0,inland,Snowy
0.34328358208955223,0.38202247191011235,0.061855670103092786,0.1559633027522936,clear,1026.15,7,Summer,8.0,mountain,Sunny
0.20149253731343283,0.6853932584269663,0.27835051546391754,0.5229357798165137,overcast,983.36,1,Winter,4.0,inland,Snowy
0.34328358208955223,0.6179775280898876,0.07216494845360824,0.3761467889908257,partly cloudy,1017.74,2,Winter,8.0,mountain,Cloudy
0.26865671641791045,0.3595505617977528,0.12371134020618557,0.8899082568807339,overcast,1063.39,7,Summer,12.5,inland,Snowy
0.417910447761194,0.47191011235955055,0.13402061855670103,0.7706422018348624,overcast,1013.61,0,Spring,4.5,inland,Rainy
0.43283582089552236,0.12359550561797752,0.13402061855670103,0.1651376146788991,clear,1022.53,7,Summer,8.5,coastal,Sunny
0.44029850746268656,0.30337078651685395,0.10309278350515463,0.03669724770642202,clear,1027.53,9,Spring,10.0,inland,Sunny
0.34328358208955223,0.5168539325842697,0.27835051546391754,0.26605504587155965,partly cloudy,1018.98,3,Autumn,8.5,mountain,Cloudy
0.39552238805970147,0.5393258426966292,0.3711340206185567,0.8256880733944955,overcast,992.83,3,Winter,5.0,mountain,Rainy
0.43283582089552236,0.47191011235955055,0.20618556701030927,0.7614678899082569,partly cloudy,1009.48,1,Summer,3.5,inland,Rainy
0.373134328358209,0.8539325842696629,0.12371134020618557,0.8256880733944955,overcast,1006.67,0,Autumn,4.5,mountain,Rainy
0.3880597014925373,0.5955056179775281,0.1958762886597938,0.43119266055045874,partly cloudy,1017.82,1,Summer,7.0,coastal,Cloudy
0.5522388059701493,0.6179775280898876,0.23711340206185566,0.7522935779816514,partly cloudy,1029.09,10,Summer,7.0,coastal,Sunny
0.14925373134328357,0.5955056179775281,0.24742268041237114,0.5779816513761468,partly cloudy,983.83,1,Winter,4.5,inland,Snowy
0.417910447761194,0.47191011235955055,0.1134020618556701,0.908256880733945,overcast,1019.92,0,Summer,4.5,mountain,Rainy
0.20149253731343283,0.797752808988764,0.13402061855670103,0.8440366972477065,overcast,999.46,0,Winter,2.5,inland,Snowy
0.4253731343283582,0.16853932584269662,0.05154639175257732,0.5779816513761468,partly cloudy,1160.48,2,Winter,0.0,coastal,Sunny
0.13432835820895522,0.651685393258427,0.20618556701030927,0.8807339449541285,overcast,999.99,7,Winter,1.0,inland,Snowy
0.3880597014925373,0.25842696629213485,0.020618556701030927,0.07339449541284404,clear,1022.48,9,Summer,9.0,mountain,Sunny
0.27611940298507465,0.4044943820224719,0.1958762886597938,0.1743119266055046,partly cloudy,1014.4,4,Winter,6.5,mountain,Cloudy
0.13432835820895522,0.8202247191011236,0.18556701030927836,0.5504587155963303,overcast,995.63,1,Winter,4.0,inland,Snowy
0.29850746268656714,0.6853932584269663,0.5876288659793815,0.6513761467889908,partly cloudy,1008.0,4,Winter,6.0,inland,Cloudy
0.41044776119402987,0.4943820224719101,0.12371134020618557,0.6146788990825688,partly cloudy,1009.12,3,Summer,4.0,coastal,Rainy
0.3283582089552239,0.8202247191011236,0.29896907216494845,0.5229357798165137,overcast,1018.44,0,Winter,4.0,inland,Rainy
0.291044776119403,0.2696629213483146,0.18556701030927836,0.10091743119266056,partly cloudy,853.01,14,Winter,3.5,coastal,Rainy
0.4253731343283582,0.20224719101123595,0.2268041237113402,0.13761467889908258,partly cloudy,824.71,9,Autumn,12.5,inland,Snowy
0.31343283582089554,0.7640449438202247,0.3711340206185567,0.7614678899082569,partly cloudy,1026.94,0,Spring,5.5,mountain,Sunny
0.3582089552238806,0.7640449438202247,0.23711340206185566,0.5963302752293578,overcast,1000.74,1,Winter,5.0,mountain,Rainy
0.39552238805970147,0.16853932584269662,0.1958762886597938,0.0,partly cloudy,1023.62,9,Winter,10.0,coastal,Sunny
0.15671641791044777,0.7528089887640449,0.10309278350515463,0.4954128440366973,overcast,981.02,1,Winter,4.5,mountain,Snowy
0.417910447761194,0.5842696629213483,0.35051546391752575,0.8807339449541285,partly cloudy,1013.85,13,Winter,3.5,inland,Cloudy
0.48507462686567165,0.5168539325842697,0.16494845360824742,0.045871559633027525,clear,1019.82,5,Autumn,5.5,mountain,Sunny
0.3358208955223881,0.0449438202247191,0.061855670103092786,0.05504587155963303,clear,1013.68,9,Winter,6.5,mountain,Sunny
0.13432835820895522,0.4606741573033708,0.05154639175257732,0.908256880733945,overcast,994.34,1,Winter,2.5,inland,Snowy
0.16417910447761194,0.6966292134831461,0.0,0.5963302752293578,overcast,991.66,0,Winter,1.5,inland,Snowy
0.35074626865671643,0.5056179775280899,0.12371134020618557,0.12844036697247707,partly cloudy,1010.17,8,Autumn,7.0,coastal,Sunny
0.43283582089552236,0.6629213483146067,0.09278350515463918,0.3944954128440367,overcast,1007.94,1,Spring,7.0,coastal,Cloudy
0.40298507462686567,0.30337078651685395,0.17525773195876287,0.01834862385321101,clear,1027.33,11,Summer,5.5,inland,Sunny
0.2835820895522388,0.6741573033707865,0.31958762886597936,0.5412844036697247,overcast,1012.06,0,Autumn,3.5,mountain,Rainy
0.3880597014925373,0.21348314606741572,0.10309278350515463,0.14678899082568808,clear,1021.61,5,Autumn,5.0,mountain,Sunny
0.4701492537313433,0.6179775280898876,0.010309278350515464,0.7247706422018348,overcast,1057.69,0,Summer,10.0,inland,Rainy
0.3358208955223881,0.3146067415730337,0.1958762886597938,0.05504587155963303,clear,1015.16,6,Autumn,8.5,mountain,Sunny
0.3283582089552239,0.6966292134831461,0.14432989690721648,0.7798165137614679,partly cloudy,1008.5,1,Summer,3.5,coastal,Rainy
0.3208955223880597,0.5617977528089888,0.10309278350515463,0.8623853211009175,overcast,1012.87,2,Spring,3.5,mountain,Rainy
0.3208955223880597,0.449438202247191,0.25773195876288657,0.3853211009174312,overcast,822.66,2,Summer,17.5,mountain,Rainy
0.20149253731343283,0.6741573033707865,0.27835051546391754,0.7247706422018348,overcast,995.74,1,Winter,1.5,inland,Snowy
0.19402985074626866,0.6853932584269663,0.1958762886597938,0.5779816513761468,overcast,983.99,1,Winter,3.5,mountain,Snowy
0.35074626865671643,0.550561797752809,0.020618556701030927,0.1743119266055046,partly cloudy,1011.5,2,Autumn,6.0,mountain,Cloudy
0.11194029850746269,0.5617977528089888,0.05154639175257732,0.5137614678899083,overcast,989.29,1,Winter,4.0,mountain,Snowy
0.4253731343283582,0.4606741573033708,0.1134020618556701,0.48623853211009177,overcast,995.09,2,Summer,4.0,inland,Rainy
0.4925373134328358,0.10112359550561797,0.16494845360824742,0.1559633027522936,clear,1011.53,11,Spring,10.0,inland,Sunny
0.1791044776119403,0.8876404494382022,0.05154639175257732,0.6605504587155964,overcast,998.51,0,Winter,2.0,mountain,Snowy
0.417910447761194,0.5056179775280899,0.030927835051546393,0.1651376146788991,overcast,1008.47,2,Summer,9.0,inland,Cloudy
0.3283582089552239,0.47191011235955055,0.020618556701030927,0.12844036697247707,partly cloudy,1016.5,2,Autumn,5.5,coastal,Cloudy
0.16417910447761194,0.8089887640449438,0.5773195876288659,0.908256880733945,partly cloudy,987.7,1,Winter,4.5,mountain,Snowy
0.1791044776119403,0.7078651685393258,0.3711340206185567,0.6697247706422018,overcast,983.46,0,Winter,1.5,inland,Snowy
0.208955223880597,0.5617977528089888,0.041237113402061855,0.7431192660550459,overcast,984.9,1,Winter,2.0,mountain,Snowy
0.1865671641791045,0.4943820224719101,0.09278350515463918,0.47706422018348627,overcast,984.59,1,Winter,1.0,inland,Snowy
0.3805970149253731,0.6292134831460674,0.18556701030927836,0.6238532110091743,overcast,1004.27,3,Spring,3.5,inland,Rainy
0.35074626865671643,0.8089887640449438,0.4020618556701031,0.7431192660550459,overcast,1017.76,0,Winter,4.5,coastal,Rainy
0.3358208955223881,0.8539325842696629,0.28865979381443296,0.8623853211009175,overcast,997.77,0,Summer,4.5,mountain,Rainy
0.3582089552238806,0.3595505617977528,0.020618556701030927,0.3302752293577982,partly cloudy,1017.92,1,Spring,8.5,mountain,Cloudy
0.208955223880597,0.6853932584269663,0.05154639175257732,0.8165137614678899,overcast,992.78,1,Winter,2.0,mountain,Snowy
0.3358208955223881,0.8426966292134831,0.32989690721649484,0.8348623853211009,overcast,1016.14,0,Summer,2.5,mountain,Rainy
0.17164179104477612,0.797752808988764,0.05154639175257732,0.7614678899082569,overcast,982.21,1,Winter,4.0,mountain,Snowy
0.40298507462686567,0.6404494382022472,0.010309278350515464,0.8348623853211009,cloudy,934.49,14,Autumn,17.0,inland,Sunny
0.20149253731343283,0.6404494382022472,0.13402061855670103,0.6880733944954128,partly cloudy,998.0,0,Winter,3.0,mountain,Snowy
0.30597014925373134,0.5280898876404494,0.13402061855670103,0.41284403669724773,partly cloudy,1008.69,2,Summer,5.5,coastal,Cloudy
0.5298507462686567,0.8314606741573034,0.08247422680412371,0.8256880733944955,clear,1022.88,10,Spring,12.5,mountain,Sunny
0.17164179104477612,0.8089887640449438,0.020618556701030927,0.6513761467889908,overcast,998.01,1,Winter,1.5,inland,Snowy
0.3358208955223881,0.33707865168539325,0.13402061855670103,0.1926605504587156,partly cloudy,1013.93,4,Autumn,6.0,inland,Cloudy
0.1865671641791045,0.4943820224719101,0.21649484536082475,0.7155963302752294,overcast,994.62,0,Winter,3.0,mountain,Snowy
0.35074626865671643,0.3146067415730337,0.12371134020618557,0.13761467889908258,clear,1020.0,5,Spring,9.5,inland,Sunny
0.40298507462686567,0.33707865168539325,0.1134020618556701,0.11926605504587157,overcast,1002.04,4,Autumn,8.0,inland,Cloudy
0.21641791044776118,0.6404494382022472,0.26804123711340205,0.6972477064220184,overcast,983.25,1,Winter,2.5,mountain,Snowy
0.48507462686567165,0.21348314606741572,0.1958762886597938,0.13761467889908258,clear,1029.84,8,Autumn,8.0,coastal,Sunny
0.16417910447761194,0.449438202247191,0.16494845360824742,0.8623853211009175,overcast,981.56,1,Winter,3.0,inland,Snowy
0.43283582089552236,0.056179775280898875,0.08247422680412371,0.027522935779816515,partly cloudy,1027.6,11,Spring,6.5,coastal,Sunny
0.417910447761194,0.7528089887640449,0.2268041237113402,0.4954128440366973,partly cloudy,995.87,0,Spring,3.5,mountain,Rainy
0.4925373134328358,0.5842696629213483,0.05154639175257732,0.23853211009174313,cloudy,973.08,6,Spring,8.5,inland,Rainy
0.43283582089552236,0.6404494382022472,0.020618556701030927,0.2018348623853211,partly cloudy,1018.78,4,Winter,8.5,mountain,Cloudy
0.14925373134328357,0.5393258426966292,0.010309278350515464,0.8807339449541285,overcast,992.19,1,Winter,1.5,mountain,Snowy
0.11940298507462686,0.7865168539325843,0.030927835051546393,0.8899082568807339,overcast,999.08,1,Winter,4.5,mountain,Snowy
0.19402985074626866,0.7752808988764045,0.15463917525773196,0.6972477064220184,partly cloudy,982.22,1,Winter,4.5,inland,Snowy
0.2835820895522388,0.47191011235955055,0.28865979381443296,0.11926605504587157,overcast,1003.74,1,Autumn,9.0,inland,Cloudy
0.2835820895522388,0.6179775280898876,0.1958762886597938,0.3669724770642202,overcast,1005.39,2,Autumn,8.0,inland,Cloudy
0.29850746268656714,0.9550561797752809,0.15463917525773196,0.6880733944954128,overcast,1006.45,10,Summer,4.0,inland,Cloudy
0.417910447761194,0.7415730337078652,0.27835051546391754,0.7155963302752294,overcast,999.25,3,Winter,4.0,inland,Rainy
0.3805970149253731,0.449438202247191,0.23711340206185566,0.45871559633027525,partly cloudy,995.67,3,Summer,3.5,inland,Rainy
0.5149253731343284,0.056179775280898875,0.020618556701030927,0.05504587155963303,partly cloudy,1016.02,10,Summer,5.5,coastal,Sunny
0.39552238805970147,0.8202247191011236,0.25773195876288657,0.45871559633027525,partly cloudy,997.24,0,Summer,5.0,coastal,Rainy
0.3208955223880597,0.7640449438202247,0.31958762886597936,0.8073394495412844,overcast,997.61,1,Winter,3.5,inland,Rainy
0.41044776119402987,0.6404494382022472,0.24742268041237114,0.46788990825688076,partly cloudy,1007.88,0,Spring,3.5,inland,Rainy
0.3656716417910448,0.33707865168539325,0.07216494845360824,0.09174311926605505,overcast,1017.18,4,Summer,6.5,mountain,Cloudy
0.4552238805970149,0.1348314606741573,0.12371134020618557,0.01834862385321101,clear,1026.15,7,Spring,7.5,coastal,Sunny
0.208955223880597,0.6179775280898876,0.21649484536082475,0.6697247706422018,overcast,980.47,1,Winter,3.0,mountain,Snowy
0.44776119402985076,0.3258426966292135,0.18556701030927836,0.12844036697247707,clear,1010.52,10,Autumn,7.0,coastal,Sunny
0.3805970149253731,0.25842696629213485,0.14432989690721648,0.1651376146788991,partly cloudy,1024.37,5,Summer,6.0,mountain,Sunny
0.30597014925373134,0.43820224719101125,0.23711340206185566,0.3394495412844037,partly cloudy,1004.12,4,Summer,6.5,mountain,Cloudy
0.4701492537313433,0.5955056179775281,0.05154639175257732,0.7247706422018348,overcast,1034.1,3,Autumn,13.0,mountain,Rainy
0.44029850746268656,0.34831460674157305,0.18556701030927836,0.3669724770642202,overcast,1009.21,4,Spring,6.0,coastal,Cloudy
0.43283582089552236,0.7640449438202247,0.3917525773195876,0.8990825688073395,overcast,998.8,2,Autumn,3.0,mountain,Rainy
0.31343283582089554,0.5842696629213483,0.41237113402061853,0.5137614678899083,overcast,990.4,0,Summer,4.0,mountain,Rainy
0.41044776119402987,0.42696629213483145,0.020618556701030927,0.3944954128440367,overcast,1018.95,2,Winter,6.0,inland,Cloudy
0.31343283582089554,0.550561797752809,0.041237113402061855,0.3211009174311927,overcast,1009.83,1,Spring,8.5,coastal,Cloudy
0.14925373134328357,0.8314606741573034,0.18556701030927836,0.5779816513761468,overcast,989.82,0,Winter,5.0,mountain,Snowy
0.31343283582089554,0.4943820224719101,0.4020618556701031,0.8715596330275229,overcast,1016.54,2,Spring,5.0,coastal,Rainy
0.08955223880597014,0.449438202247191,0.1958762886597938,0.1651376146788991,partly cloudy,931.79,7,Winter,5.5,coastal,Cloudy
0.44029850746268656,0.7640449438202247,0.4020618556701031,0.6697247706422018,overcast,1018.01,1,Spring,4.0,inland,Rainy
0.4925373134328358,0.7865168539325843,0.44329896907216493,0.944954128440367,overcast,1002.15,13,Winter,4.0,coastal,Rainy
0.2835820895522388,0.6404494382022472,0.10309278350515463,0.6238532110091743,cloudy,1021.09,3,Autumn,8.5,inland,Cloudy
0.3582089552238806,0.16853932584269662,0.07216494845360824,0.11009174311926606,clear,1028.43,7,Spring,8.0,inland,Sunny
0.30597014925373134,0.8539325842696629,0.3917525773195876,0.5229357798165137,overcast,1003.05,0,Spring,4.5,inland,Rainy
0.13432835820895522,0.5617977528089888,0.17525773195876287,0.5688073394495413,overcast,993.19,1,Winter,2.0,mountain,Snowy
0.208955223880597,0.7865168539325843,0.1958762886597938,0.7981651376146789,overcast,997.83,0,Winter,2.5,mountain,Snowy
0.47761194029850745,0.38202247191011235,0.0,0.027522935779816515,clear,1024.65,8,Autumn,9.5,inland,Sunny
0.34328358208955223,0.4943820224719101,0.3917525773195876,0.8807339449541285,partly cloudy,1006.43,0,Winter,4.5,coastal,Rainy
0.4701492537313433,0.550561797752809,0.13402061855670103,0.1743119266055046,clear,1011.2,5,Spring,8.0,coastal,Sunny
0.1417910447761194,0.6853932584269663,0.4020618556701031,0.6055045871559633,overcast,995.18,0,Winter,1.5,inland,Snowy
0.26119402985074625,0.6741573033707865,0.3402061855670103,0.908256880733945,overcast,1005.34,3,Spring,3.5,coastal,Rainy
0.3582089552238806,0.5955056179775281,0.29896907216494845,0.29357798165137616,partly cloudy,1002.91,4,Autumn,7.5,mountain,Cloudy
0.4701492537313433,0.011235955056179775,0.0,0.12844036697247707,cloudy,960.81,2,Autumn,6.0,mountain,Snowy
0.29850746268656714,0.8651685393258427,0.25773195876288657,0.5688073394495413,overcast,1013.38,2,Winter,3.0,coastal,Rainy
0.3358208955223881,0.39325842696629215,0.041237113402061855,0.06422018348623854,clear,1029.67,9,Spring,9.0,inland,Sunny
0.3805970149253731,0.6966292134831461,0.3711340206185567,0.4954128440366973,partly cloudy,998.36,1,Autumn,3.0,coastal,Rainy
0.3582089552238806,0.449438202247191,0.4020618556701031,0.5688073394495413,partly cloudy,1014.54,2,Winter,4.5,coastal,Rainy
0.3805970149253731,0.5393258426966292,0.08247422680412371,0.3577981651376147,partly cloudy,1016.39,4,Summer,5.5,mountain,Cloudy
0.26119402985074625,0.8876404494382022,0.32989690721649484,0.5321100917431193,overcast,995.85,2,Autumn,1.5,mountain,Rainy
0.3358208955223881,0.24719101123595505,0.08247422680412371,0.11926605504587157,partly cloudy,1028.3,5,Autumn,8.0,mountain,Sunny
0.17164179104477612,0.1348314606741573,0.030927835051546393,0.1559633027522936,overcast,930.32,1,Winter,11.0,coastal,Rainy
0.1791044776119403,0.8314606741573034,0.26804123711340205,0.6788990825688074,overcast,981.13,0,Winter,4.0,inland,Snowy
0.39552238805970147,0.5056179775280899,0.27835051546391754,0.44036697247706424,partly cloudy,1013.19,4,Summer,5.5,mountain,Cloudy
0.11194029850746269,0.8314606741573034,0.15463917525773196,0.8990825688073395,partly cloudy,989.37,1,Winter,4.0,mountain,Snowy
0.4925373134328358,0.4157303370786517,0.08247422680412371,0.1743119266055046,clear,1025.59,10,Spring,6.5,coastal,Sunny
0.44029850746268656,0.651685393258427,0.29896907216494845,0.11926605504587157,overcast,1014.07,1,Summer,6.0,mountain,Cloudy
0.43283582089552236,0.11235955056179775,0.1958762886597938,0.06422018348623854,partly cloudy,1019.11,11,Spring,5.0,coastal,Sunny
0.39552238805970147,0.4044943820224719,0.17525773195876287,0.11009174311926606,partly cloudy,1013.53,1,Winter,7.5,coastal,Cloudy
0.5522388059701493,0.4943820224719101,0.08247422680412371,0.5596330275229358,cloudy,1130.72,14,Winter,0.0,coastal,Cloudy
0.39552238805970147,0.6404494382022472,0.09278350515463918,0.6238532110091743,partly cloudy,1175.6,14,Autumn,0.0,coastal,Snowy
0.44029850746268656,0.8876404494382022,0.7010309278350515,0.6788990825688074,partly cloudy,1016.03,9,Autumn,1.0,inland,Rainy
0.13432835820895522,0.8651685393258427,0.09278350515463918,0.6697247706422018,overcast,987.68,0,Winter,2.0,mountain,Snowy
0.7686567164179104,0.6853932584269663,0.16494845360824742,0.7155963302752294,overcast,1010.19,1,Autumn,4.5,inland,Cloudy
0.373134328358209,0.0449438202247191,0.1958762886597938,0.8348623853211009,overcast,834.02,13,Winter,3.5,inland,Snowy
0.417910447761194,0.898876404494382,0.30927835051546393,0.8256880733944955,clear,1019.98,8,Summer,5.0,coastal,Sunny
0.3283582089552239,0.8651685393258427,0.18556701030927836,0.5137614678899083,overcast,1015.74,3,Spring,2.0,mountain,Rainy
0.44029850746268656,0.8651685393258427,0.36082474226804123,0.6972477064220184,overcast,1016.2,1,Summer,2.5,coastal,Rainy
0.26119402985074625,0.6741573033707865,0.35051546391752575,0.6330275229357798,overcast,1012.7,3,Summer,1.5,coastal,Rainy
